time;arousal;angry;disgusted;neutral;sad_x;scared;surprised;valence;edp-anticipation;edp-concentrated;edp-confident;edp-distress;edp-emotional;edp-energetic;edp-hesitation;edp-passionate;edp-stressful;edp-thoughtful;edp-uneasy;emotionplayer-aggression;emotionplayer-energy;emotionplayer-risk;emotionplayer-stress;jq;jqcl;lva-cognitivestress;lva-emotionstress;lva-energystress;lva-globalstress;lva-mentaleffort;lva-sosstress;sos;vol1;vol2;anticipation;atmosphere;cognitivehighlowbalance;concentration;emotionbalance;emotioncognitiveratio;emotionenergybalance;energy;excitement;extremeemotion;hesitation;imagination;mentaleffort;offlinelva-cognitivestress;offlinelva-emotionstress;offlinelva-frgstress;offlinelva-globalstress;offlinelva-riskprobability;offlinelva-riskstress;offlinelva-subjectiveeffortlevel;offlinelva-value;onlinelva;overallcognitiveactivity;oz1;oz2;riskoz;stress;uncertainty;uneasy;voiceenergy;ee_garso_lygis;ee_hih_2;ee_lux_2;ee_saltos_spalvos_kiekis;ee_siltos_spalvos_kiekis;ee_tmp_2;steinel_abs_air_pressure;steinel_abs_air_pressure_2;steinel_co2;steinel_co2_2;steinel_dptmp_2;steinel_hih_2;steinel_lux_2;steinel_rel_air_pressure_2;steinel_tmp_2;steinel_voc_2;breath;heart
2025-11-08 08:10:11;0,2659032;0,09620818;6,03414E-05;0,7346481;0,02061489;0,002366771;0,02023467;-0,07467005;13;46;42;1;33;28;40;18;53;25;12;7;28;66;68;30;50;101;104;108;82;109;99;94;711;98;1;2;68;10;44;72;7;2;13;7;19;1;7;107;106;111;123;15;108;99;9;7;727;0;2;40;5;15;0;10;47;40,8;9;2,57;32,7;24,97;99268;100510;510,69;588,15;10,6;47,79;0,21;101327;21,69;2;15;82
2025-11-08 08:10:12;0,2646909;0,1293082;9,76092E-05;0,7056077;0,01979889;0,002835373;0,02612625;-0,1094068;13;35;32;1;40;30;36;11;61;37;24;4;46;144;111;20;44;102;92;80;116;106;100;96;713;91;0;8;64;14;20;99;9;2;10;0;15;2;3;106;108;97;120;17;116;100;4;1;669;2;2;68;10;14;1;6;48;40,8;9;6,67;3,89;25,22;99221;100503;504,93;676,58;10,96;49,18;0,24;101330;22,42;1;11;71
2025-11-08 08:10:13;0,2623965;0,1739833;0,00011377;0,6620772;0,01686365;0,004412774;0,03212314;-0,1551264;3;39;47;1;33;33;39;18;64;41;4;5;24;7;88;21;53;96;98;104;94;102;100;93;493;70;0;8;60;15;23;36;8;2;7;3;15;2;9;96;99;104;127;10;111;108;8;2;705;2;0;83;11;19;2;4;47;40,8;9;8,82;26,03;25,25;99470;100514;451,43;653,85;10,81;48,08;0,23;101323;21,65;2;15;82
2025-11-08 08:10:14;0,2594301;0,1453388;8,18789E-05;0,7084114;0,01344685;0,003439605;0,02309006;-0,1276252;3;58;35;0;21;33;35;26;50;40;15;4;56;207;98;28;52;94;98;96;78;106;93;96;388;81;1;7;91;2;25;42;17;4;8;1;15;3;2;95;106;99;104;16;106;102;11;4;774;0;2;54;6;14;0;7;47;40,8;8;10,93;0,69;24,68;99823;100510;446,53;610,26;10,84;49,31;0,06;101326;22,17;2;11;79
2025-11-08 08:10:15;0,2566104;0,1537898;7,71297E-05;0,7194595;0,0111561;0,002815376;0,02877418;-0,1393221;11;58;50;1;28;19;33;26;67;36;9;4;58;160;52;21;49;91;97;81;94;97;106;93;404;67;0;5;92;13;44;85;7;5;8;8;19;1;3;99;103;98;129;33;108;94;8;1;936;2;2;38;7;14;1;8;49;40,8;8;19,47;9,9;24,95;99761;100504;476,37;625,84;11,05;48,79;0,22;101332;21,64;1;14;82
2025-11-08 08:10:16;0,2538544;0,1811665;6,32395E-05;0,7149924;0,01162134;0,002341642;0,02033869;-0,1715099;13;53;28;1;31;14;39;13;52;32;21;4;61;193;103;33;46;96;94;95;115;98;87;95;517;89;0;7;91;1;19;89;10;3;8;5;15;1;10;104;98;79;121;6;112;92;10;0;862;1;1;56;12;17;1;14;49;40,8;9;15,3;59,1;25,23;99906;100508;432,4;687,96;10,93;48,39;0,06;101328;22,65;1;16;70
2025-11-08 08:10:17;0,2523525;0,1157533;3,72648E-05;0,7980302;0,008512224;0,001090967;0,01563225;-0,1069466;14;63;44;0;24;13;36;6;48;38;12;4;56;213;80;22;49;97;96;68;101;83;100;91;729;81;0;6;68;17;45;44;12;2;13;0;19;1;2;104;101;99;122;14;105;94;3;7;881;1;1;37;10;15;0;4;47;40,8;9;6,76;69,88;24,62;99133;100510;495,11;596,54;10,82;48,27;0,03;101329;22,83;2;15;75
2025-11-08 08:10:18;0,2509439;0,09113522;1,74894E-05;0,8010039;0,00677531;0,001022108;0,02797248;-0,08770202;19;64;31;0;41;26;44;9;58;39;5;4;48;77;54;23;54;102;108;103;99;92;96;97;614;82;0;6;92;2;31;99;13;3;13;6;19;3;0;97;98;104;103;30;115;90;9;5;783;1;1;29;10;17;1;4;48;40,8;8;2,55;36,64;25,08;99479;100510;468,1;619,04;10,66;48,79;0,2;101323;22,7;2;15;78
2025-11-08 08:10:19;0,2503294;0,08625362;1,28287E-05;0,825731;0,005133974;0,000967908;0,0320528;-0,08318871;14;48;28;0;22;20;35;9;53;25;20;4;22;18;50;32;45;97;100;110;79;106;110;93;435;85;1;8;71;10;36;68;7;4;13;6;19;2;4;107;110;74;114;20;110;109;7;6;898;2;0;16;8;17;1;6;48;40,8;9;19,93;35,89;24,69;99750;100508;473,35;676,51;10,87;48,24;0,08;101329;21,93;1;15;76
2025-11-08 08:10:20;0,2743714;0,0499192;2,05746E-05;0,8573939;0,007440821;0,001187123;0,0373178;-0,04742517;11;60;51;1;40;9;44;16;60;37;1;6;47;208;48;31;45;92;108;88;81;99;97;100;220;65;1;3;62;14;42;64;15;7;14;3;15;0;6;104;106;82;115;20;101;87;8;2;849;0;2;90;9;16;0;9;49;40,8;9;6,42;49,64;25,27;99356;100503;470,13;641,57;10,9;48,7;0,15;101331;22,23;1;13;80
2025-11-08 08:10:21;0,3043447;0,02675258;2,15571E-05;0,8884656;0,009627195;0,000736542;0,02296964;-0,02599538;11;37;25;0;20;22;44;21;47;34;23;4;25;104;53;20;54;98;98;74;89;97;93;85;347;92;0;7;93;4;21;47;18;3;18;8;16;0;0;94;99;77;105;29;103;110;6;0;801;0;1;42;6;18;1;12;47;40,8;9;13,37;30,13;24,64;99884;100507;460,98;605,59;10,83;48,88;0,1;101332;22,86;1;13;75
2025-11-08 08:10:22;0,2982538;0,1060474;1,76746E-05;0,805015;0,02972656;0,000262616;0,00734974;-0,1057946;15;57;35;1;26;27;37;26;67;33;1;4;45;219;56;27;51;102;100;107;91;109;86;94;278;73;0;10;66;17;21;65;15;5;15;3;18;1;10;94;108;104;120;19;102;112;3;6;673;0;2;72;6;14;2;8;49;40,8;9;4,77;60,89;25,19;99642;100505;485,6;638,35;10,77;49,13;0,19;101327;22,69;1;12;71
2025-11-08 08:10:23;0,2921718;0,08370464;0,000159836;0,7289027;0,04413754;0,000143683;0,006325309;-0,08352181;8;50;28;1;41;19;43;7;46;33;4;5;65;74;98;19;51;93;105;96;111;94;101;96;607;82;0;2;80;3;32;35;12;5;16;1;17;1;0;94;102;82;107;22;107;101;4;7;874;1;1;47;8;17;1;4;48;40,8;9;2,91;35,43;24,58;99733;100505;442,55;633,9;10,66;48,45;0,06;101329;22,68;1;16;78
2025-11-08 08:10:24;0,2926262;0,04307345;9,45229E-05;0,7849792;0,01378782;0,000269662;0,02650398;-0,04286629;4;53;42;1;41;18;39;11;65;32;25;4;49;48;48;14;46;91;101;68;77;101;106;95;673;96;0;2;66;16;38;66;9;3;15;2;15;2;8;95;103;99;131;12;106;91;4;2;903;2;2;28;2;18;1;13;47;40,8;9;3,33;5,99;25,06;99144;100512;510,02;682,72;10,93;48,2;0,11;101328;22,29;2;16;80
2025-11-08 08:10:25;0,2871761;0,0314135;0,00011426;0,8428657;0,003965541;0,00015059;0,03605363;-0,03126989;6;64;40;0;37;29;42;11;51;40;1;7;29;232;68;29;45;90;91;104;102;90;110;97;577;67;1;3;91;12;20;68;9;8;18;1;19;2;5;107;101;77;105;18;106;108;2;2;654;1;2;55;6;14;2;6;49;40,8;8;16,26;2,24;25;99703;100507;486,6;588,4;10,92;47,91;0,04;101322;21,92;2;13;75
2025-11-08 08:10:26;0,2780001;0,07393507;6,41477E-05;0,82956;0,001805488;0,000158518;0,02837989;-0,07362275;4;34;30;0;35;23;34;3;48;32;18;7;27;99;86;26;50;103;91;81;113;94;99;89;251;65;1;8;72;1;37;50;8;9;14;8;16;3;10;98;105;111;110;22;101;111;10;1;678;2;1;77;4;17;2;5;49;40,8;8;13,17;55,18;25,19;99144;100507;466,56;611,95;11,09;49,04;0,04;101324;21,7;1;12;70
2025-11-08 08:10:27;0,2707763;0,0842277;4,75867E-05;0,8016418;0,001110189;0,000507084;0,06520264;-0,08189244;10;34;25;1;32;22;34;5;57;28;16;6;65;32;48;26;47;95;106;74;108;108;104;81;272;95;0;9;60;9;22;39;13;9;15;7;18;2;4;101;96;107;100;25;101;90;5;6;684;0;1;85;3;19;0;12;48;40,8;8;9,04;21,18;24,85;99772;100507;485,84;641,35;10,69;47,98;0,24;101326;22,39;2;13;83
2025-11-08 08:10:28;0,2640096;0,07332382;0,000147464;0,7626413;0,005074017;0,000595014;0,07163536;-0,06956313;8;37;25;1;21;27;34;23;64;30;14;0;60;200;116;14;44;94;105;110;78;88;102;88;665;75;1;9;70;4;45;69;16;3;19;0;15;2;9;104;106;77;131;26;102;113;11;5;879;0;0;76;3;18;1;7;49;40,8;9;11,95;19,93;24,71;99205;100506;428,83;620,93;10,87;48,13;0,11;101325;22,18;1;14;76
2025-11-08 08:10:29;0,2619853;0,09217417;0,000275623;0,7019674;0,01342319;0,000601172;0,04244561;-0,08838128;16;38;31;1;32;20;34;16;44;34;18;6;26;52;54;15;54;106;94;69;76;84;98;98;605;72;0;8;91;9;37;102;8;6;14;1;15;3;5;99;102;101;124;13;102;111;4;3;843;2;0;82;4;18;2;4;48;40,8;8;10,24;38,98;24,7;99764;100505;445,58;627,17;10,81;48,51;0,06;101329;21,73;1;12;83
2025-11-08 08:10:30;0,2523903;0,08834995;0,000292021;0,6393535;0,01470546;0,000660061;0,02567551;-0,08395171;10;49;29;0;22;9;37;18;67;32;11;5;53;99;111;28;50;91;96;80;105;101;89;86;698;74;0;9;71;12;39;37;14;6;15;3;15;1;5;101;101;75;126;6;104;106;2;2;774;2;2;24;10;14;1;3;48;40,8;9;11,69;12,2;24,56;99115;100514;476,74;602,53;10,9;49,35;0,15;101327;22,19;2;16;77
2025-11-08 08:10:31;0,2269298;0,1014546;0,000473851;0,609535;0,01665832;0,000810162;0,01748768;-0,09406339;17;45;36;1;38;21;41;7;48;38;2;6;57;37;115;21;51;99;102;92;66;108;103;83;577;71;0;8;82;13;36;90;9;6;8;1;16;4;6;101;98;81;120;26;106;87;4;3;806;0;1;26;10;19;2;11;47;40,8;9;14,44;33,16;24,71;99144;100511;455,23;622,31;10,78;49;0,12;101329;21,77;1;16;71
2025-11-08 08:10:32;0,2053566;0,1019636;0,000858482;0,5934334;0,02112236;0,000480658;0,01563935;-0,08466148;19;44;51;0;23;19;33;19;43;39;19;0;44;21;90;23;53;103;95;103;102;90;95;94;528;72;1;10;66;10;30;98;11;5;16;4;16;1;6;107;101;79;97;31;113;108;3;6;900;2;2;49;2;18;2;14;47;40,8;8;4,75;53,83;24,59;99801;100510;479,41;622,84;11,18;47,76;0,09;101325;22,88;1;13;76
2025-11-08 08:10:33;0,1882943;0,06694712;0,000456315;0,7290188;0,009977735;0,000903413;0,04547077;-0,04734761;19;44;25;1;39;10;41;25;69;39;10;2;60;42;71;16;46;93;102;73;89;78;91;90;585;86;1;5;77;14;40;90;11;4;14;6;18;3;4;105;107;84;99;10;113;94;3;3;902;2;2;15;9;16;1;10;49;40,8;8;5,38;55,53;24,51;99213;100509;449,7;651,33;10,91;48,29;0,24;101330;22,8;1;14;75
2025-11-08 08:10:34;0,2462472;0,08847769;9,00326E-05;0,7967509;0,002173701;0,001146139;0,1092406;-0,08180482;17;42;31;1;30;12;44;21;54;34;21;7;64;149;110;25;43;102;99;99;74;108;103;88;277;74;1;7;77;7;33;37;8;2;17;8;15;2;0;95;110;93;100;5;101;105;2;5;710;1;1;42;2;14;2;6;48;40,8;9;16,42;39,86;24,81;99521;100510;474,01;610,78;11;48,46;0,08;101325;22,1;1;13;80
2025-11-08 08:10:35;0,2474675;0,09522041;4,26117E-05;0,7739421;0,001317884;0,000898139;0,1621622;-0,09055871;18;49;36;0;27;13;39;14;40;39;16;5;48;157;112;33;50;103;94;104;66;108;96;82;504;84;0;6;87;15;41;53;9;8;9;1;16;1;6;103;106;111;133;6;111;114;3;0;894;0;2;49;11;18;1;3;48;40,8;8;18,99;8,21;25,07;99549;100514;447,8;688,13;10,61;47,97;0,11;101331;22,77;1;17;83
2025-11-08 08:10:36;0,2474997;0,1093632;3,91201E-05;0,824289;0,001626678;0,000558863;0,08338613;-0,1081312;16;42;49;1;36;10;38;20;49;35;14;5;64;21;114;30;43;100;98;108;86;84;95;98;655;82;0;2;69;15;42;77;11;8;7;3;15;2;5;95;102;108;106;27;109;103;10;6;969;0;0;69;9;15;2;5;47;40,8;8;1,78;8,28;25,26;99484;100512;467,51;638,41;10,85;49,27;0,17;101332;22,51;1;11;77
2025-11-08 08:10:37;0,2499456;0,03532764;0,000131857;0,7304672;0,002301702;0,001192118;0,2081317;-0,03462945;3;39;33;1;19;30;34;24;74;28;10;4;45;105;92;23;45;92;103;71;104;102;101;95;671;88;0;10;73;14;31;91;18;9;10;3;18;3;10;105;99;102;128;27;103;87;3;0;894;0;1;74;9;19;1;8;47;40,8;9;9,72;56,2;25,19;99221;100502;479,44;670,79;10,99;48,9;0,24;101327;22,63;1;11;81
2025-11-08 08:10:38;0,3161703;0,01108309;0,000136795;0,6909615;0,004450938;0,001676419;0,2193551;-0,01083105;5;62;48;0;21;29;39;10;67;25;25;3;36;78;80;27;49;104;104;66;76;78;95;96;254;67;1;6;70;17;23;91;10;4;10;1;18;0;6;96;103;86;99;14;108;91;10;4;682;2;1;40;2;16;0;6;48;40,8;9;15,31;59,69;24,89;99655;100503;458,64;651,39;10,63;48,17;0,22;101331;21,69;1;14;72
2025-11-08 08:10:39;0,3096603;0,02328384;8,16343E-05;0,8394808;0,003217376;0,001719629;0,06899111;-0,02313539;12;44;36;0;31;22;33;9;69;40;8;1;57;32;69;21;43;99;107;99;107;98;90;84;245;72;1;8;80;8;26;81;14;3;16;7;16;3;8;98;96;90;129;18;103;101;3;2;895;1;2;36;7;15;1;9;47;40,8;8;1,7;26,6;24,8;99353;100512;469,82;677,75;11,02;49,35;0,23;101332;22,65;1;15;76
2025-11-08 08:10:40;0,3006639;0,02326448;4,04014E-05;0,885039;0,003563061;0,001859587;0,03778131;-0,02315181;4;63;49;0;35;22;34;10;45;27;17;2;30;54;85;20;43;104;92;89;67;84;105;98;216;73;0;2;82;11;20;100;7;2;14;4;18;4;9;99;97;95;118;14;107;101;2;0;882;1;1;80;11;18;0;4;49;40,8;9;12,27;59,64;24,93;99580;100507;445,56;678,98;11,18;49,12;0,09;101329;21,68;1;15;72
2025-11-08 08:10:41;0,2932058;0,02707439;3,07352E-05;0,8650285;0,005255696;0,00229574;0,03493837;-0,026927;10;43;43;0;42;9;44;21;40;38;4;0;46;239;105;22;48;96;105;74;101;88;100;92;254;92;0;4;71;1;33;97;14;8;16;0;16;3;1;96;96;103;100;6;104;88;4;3;720;1;2;78;7;19;1;12;48;40,8;8;1,34;3,02;24,59;99813;100509;486,81;671,1;11,18;48,87;0,18;101324;22,4;1;11;81
2025-11-08 08:10:42;0,2899848;0,02717143;2,71389E-05;0,8669034;0,006230414;0,002795921;0,02965227;-0,02707175;9;54;50;1;25;12;39;21;73;40;9;2;54;93;50;18;54;100;99;110;77;91;87;94;661;79;0;10;68;13;29;79;16;9;11;7;15;3;8;94;110;109;102;9;113;95;6;6;754;0;0;74;5;14;0;7;47;40,8;8;11,91;52,13;24,88;99251;100505;459,17;589,23;11,05;48,83;0,21;101326;22,17;2;11;78
2025-11-08 08:10:43;0,2862677;0,03488164;2,41079E-05;0,8802661;0,007404727;0,00233821;0,02337531;-0,0347577;15;58;45;1;37;26;36;6;63;27;7;0;26;236;111;31;46;100;106;106;113;106;101;83;653;89;1;2;61;12;39;39;14;5;13;1;15;0;1;103;97;79;104;22;107;87;8;5;680;1;1;84;4;18;2;4;49;40,8;9;10,99;39,61;25,18;99305;100512;499,74;644,01;10,84;47,94;0,01;101328;21,74;2;15;80
2025-11-08 08:10:44;0,285132;0,03978401;1,33089E-05;0,8702687;0,004507259;0,002245426;0,03140903;-0,03965522;15;46;41;1;41;9;41;4;46;38;6;2;39;16;48;19;44;92;100;69;85;92;108;82;230;94;0;10;92;5;39;68;17;4;10;8;19;1;5;99;101;84;126;22;109;96;3;6;858;2;0;73;4;17;0;10;48;40,8;9;12,46;71,76;25,01;99806;100511;451,37;615,37;10,59;48,09;0,24;101328;21,68;2;12;74
2025-11-08 08:10:45;0,3064639;0,0414671;1,47237E-05;0,8652704;0,004107461;0,002364984;0,02683752;-0,04134914;17;58;47;0;16;21;40;23;61;40;5;2;28;205;51;28;50;99;104;88;78;99;100;88;287;80;1;5;90;13;27;65;10;6;8;5;18;2;7;102;96;90;113;10;105;111;3;5;815;0;1;55;2;18;0;7;49;40,8;8;3,26;7,43;25,04;99797;100511;442,98;601,97;11,12;47,75;0,15;101332;21,68;1;15;79
2025-11-08 08:10:46;0,3115549;0,02807144;1,76124E-05;0,839659;0,00631177;0,00184966;0,02445526;-0,02797009;19;43;42;1;15;31;41;13;43;26;15;4;64;13;50;28;52;96;105;73;75;85;105;89;491;95;1;4;62;13;23;53;16;9;13;1;18;1;2;95;104;75;98;9;108;104;8;3;829;0;2;55;12;19;1;7;49;40,8;9;7,14;60,18;24,64;99740;100505;438,88;679,68;10,6;48,22;0,21;101332;22,71;1;13;82
2025-11-08 08:10:47;0,3102775;0,0260165;1,60569E-05;0,8413388;0,007203308;0,001980106;0,02116284;-0,02591421;10;54;51;0;24;29;38;14;69;42;18;3;50;40;117;20;43;91;102;76;96;110;99;92;665;79;0;2;79;8;24;45;16;2;8;2;16;4;2;104;97;102;121;27;109;101;6;5;915;0;1;76;11;14;0;14;48;40,8;8;11,32;54,47;24,57;99104;100502;476,31;654,64;10,85;47,9;0,17;101327;22,13;1;12;78
2025-11-08 08:10:48;0,3053979;0,04362342;1,4784E-05;0,8432807;0,008255335;0,002093929;0,01809225;-0,04344669;17;51;26;0;25;34;41;2;69;31;15;1;42;105;87;21;53;102;99;74;111;101;103;94;195;67;0;8;76;5;38;38;18;2;14;1;18;0;1;96;103;109;102;9;107;101;7;4;710;0;1;10;4;19;1;14;49;40,8;9;2,53;21,58;25,16;99403;100512;447,08;595,31;11,02;48,13;0,24;101329;22,41;2;13;82
2025-11-08 08:10:49;0,2971862;0,04556638;9,73802E-06;0,8394815;0,006703506;0,00267744;0,01946706;-0,04542059;13;37;53;1;41;12;42;5;40;25;7;6;61;64;59;31;51;92;94;91;97;79;92;84;679;68;0;3;92;7;45;59;15;4;19;7;18;2;1;103;104;88;124;16;116;104;2;4;679;0;0;70;2;15;1;6;47;40,8;9;4,47;72,45;24,74;99525;100507;436,25;626;11,16;48;0,17;101324;22,14;1;11;77
2025-11-08 08:10:50;0,295998;0,03741249;2,14863E-05;0,7641861;0,004944139;0,001922334;0,08596263;-0,03674376;8;41;33;0;24;14;36;3;58;26;2;3;63;47;63;25;44;92;99;92;87;101;98;90;661;100;0;4;68;1;27;97;18;4;14;3;19;4;8;107;101;91;101;28;114;90;11;5;652;2;1;43;10;15;1;14;47;40,8;8;12,68;32,61;24,76;99772;100508;450,56;686,29;10,59;48,65;0,2;101331;22,73;1;12;77
2025-11-08 08:10:51;0,3305511;0,04464621;1,40681E-05;0,6736095;0,00280578;0,001242651;0,1777816;-0,04433782;12;44;30;0;26;22;43;6;70;42;22;5;53;96;52;19;46;102;106;108;115;99;92;86;518;73;0;9;70;14;40;45;13;3;16;5;15;4;10;104;108;110;110;29;106;114;11;2;936;1;1;19;12;18;2;12;47;40,8;9;1,98;25,27;25,24;99198;100514;447,69;650;10,95;47,74;0,06;101325;22,63;2;13;76
2025-11-08 08:10:52;0,3421035;0,05106916;1,87052E-05;0,692596;0,002152885;0,000656119;0,1688959;-0,05089094;13;52;37;1;31;32;41;1;49;42;25;5;33;65;98;18;48;97;102;84;85;80;108;90;235;76;0;4;63;11;29;44;8;3;7;0;16;1;4;100;97;75;118;31;113;90;6;2;837;1;2;69;7;18;1;5;49;40,8;8;11,1;59,21;24,57;99773;100503;464,22;651,36;11,06;48,23;0,14;101326;22,42;2;13;83
2025-11-08 08:10:53;0,3465078;0,05078951;1,66068E-05;0,6610318;0,001464336;0,000624163;0,1549671;-0,05065263;19;48;41;1;37;14;32;20;70;40;6;5;26;68;82;20;49;93;97;99;108;80;93;98;636;79;0;2;93;11;27;92;16;4;17;1;19;2;1;101;107;94;98;32;108;93;11;4;771;0;0;28;2;19;1;13;47;40,8;9;17,59;31,83;24,64;99627;100508;459,9;609,87;10,74;48,27;0,08;101323;22,2;2;12;81
2025-11-08 08:10:54;0,3468603;0,06976788;1,67725E-05;0,6673881;0,002418096;0,000834104;0,1123642;-0,06963127;13;57;33;1;36;32;32;18;38;36;25;3;53;166;51;29;46;90;92;67;96;78;84;88;316;100;0;3;92;9;45;37;13;4;13;4;17;4;9;102;99;105;98;25;107;113;4;0;902;0;1;75;4;16;2;14;49;40,8;8;9,86;72,06;24,8;99371;100506;440,11;611,22;10,57;48,32;0,24;101332;22,21;1;14;79
2025-11-08 08:10:55;0,3376121;0,1028648;2,14979E-05;0,7296681;0,002567035;0,000705331;0,06948309;-0,1024541;15;49;32;1;20;12;32;10;67;31;14;4;51;142;113;22;43;101;108;70;75;85;96;90;343;96;1;3;86;6;43;52;17;6;15;6;19;2;3;107;106;92;113;21;105;98;3;6;827;2;2;29;4;14;2;14;47;40,8;8;11,16;56,23;25,07;99732;100510;508,56;602,08;10,76;48,61;0,09;101329;22,17;2;17;74
2025-11-08 08:10:56;0,3151103;0,0523874;1,56943E-05;0,8327894;0,002393756;0,001038524;0,06636853;-0,05117741;17;62;42;1;18;20;39;1;63;27;14;7;58;170;110;16;49;104;97;75;98;98;91;90;668;90;0;5;71;9;31;67;10;5;15;7;16;0;2;101;98;88;115;16;112;99;2;5;659;2;0;47;2;15;1;10;48;40,8;9;9,94;17,18;24,93;99715;100513;440,43;687,33;11,05;47,96;0,2;101324;22,42;2;15;75
2025-11-08 08:10:57;0,2999286;0,02187422;3,45931E-05;0,8215603;0,001823332;0,001749376;0,1186011;-0,02145077;3;40;48;1;41;14;33;23;51;25;17;5;65;29;65;28;45;101;103;90;66;104;93;99;232;90;1;9;63;15;31;74;7;6;8;1;17;0;6;107;100;110;99;21;113;95;8;1;911;0;1;71;2;16;0;8;49;40,8;8;1,26;58,78;25,2;99812;100506;495,65;680,99;10,84;48,2;0,03;101324;21,74;1;16;83
2025-11-08 08:10:58;0,3773696;0,002788501;0,009301861;0,7104266;0,005022147;0,03252076;0,06985643;-0,03245843;13;59;31;1;17;32;41;17;60;31;25;7;43;83;59;26;49;106;104;81;67;98;90;92;328;97;1;4;66;3;39;92;9;3;13;7;15;0;5;100;97;97;111;10;112;111;3;4;707;0;1;29;6;14;0;13;49;40,8;9;10,06;42,62;24,58;99235;100502;442,7;620,48;10,87;49,26;0,22;101325;22,46;2;13;73
2025-11-08 08:10:59;0,4085166;0,00179174;0,02772707;0,8327876;0,008530731;0,01933646;0,02681884;-0,02757239;18;42;52;0;27;33;40;13;53;42;6;2;21;151;77;28;50;96;97;68;85;84;84;93;699;77;1;9;72;3;31;69;9;6;16;5;18;0;10;102;105;95;114;25;101;112;8;4;773;0;2;39;10;14;1;11;47;40,8;8;17,55;25,42;24,97;99523;100510;469,89;642,68;10,85;48,38;0,21;101324;22,49;2;15;83
2025-11-08 08:11:00;0,3721863;0,001304563;0,01988739;0,7369559;0,01823788;0,01295366;0,06530504;-0,01983994;17;37;30;0;37;33;33;3;75;42;24;6;49;119;116;31;45;92;104;70;102;87;90;88;645;67;1;10;77;9;26;57;8;5;15;1;16;1;6;104;105;81;110;8;114;112;3;1;745;2;2;70;9;16;1;9;48;40,8;8;15,73;51,53;24,98;99202;100514;511,63;607,71;11,02;48,54;0,1;101331;21,64;2;17;71
2025-11-08 08:11:01;0,3408047;0,000537654;0,01211658;0,6533776;0,01554059;0,00932976;0,1070779;-0,01549405;13;43;43;0;30;11;35;12;58;32;15;6;49;19;107;27;45;105;104;69;68;110;105;82;656;97;1;5;65;8;24;90;17;2;18;6;17;0;9;104;97;106;111;10;109;101;5;3;689;2;2;90;12;14;2;12;47;40,8;8;8,61;45,88;24,88;99618;100507;499,32;600,61;10,81;47,93;0,23;101329;22,28;1;16;74
2025-11-08 08:11:02;0,3146092;0,000554345;0,01021367;0,5965411;0,0181683;0,00873608;0,1297114;-0,01814398;16;40;51;1;40;29;33;13;63;35;4;7;25;140;104;32;52;99;99;95;114;91;104;99;483;71;1;8;62;11;30;74;16;2;7;7;17;0;8;97;110;94;129;26;110;113;5;3;959;2;1;9;2;16;2;8;47;40,8;9;17,76;12,03;24,53;99831;100510;471,35;642,59;11,16;48,47;0,1;101323;22,37;2;15;77
2025-11-08 08:11:03;0,3008452;0,001336543;0,006546829;0,7105938;0,02611669;0,007317288;0,04462129;-0,02607049;12;64;51;1;27;9;34;3;66;40;4;6;33;54;108;30;52;99;91;106;104;90;90;90;439;88;0;7;61;4;29;89;15;7;13;1;15;1;10;102;105;81;105;11;115;101;11;1;911;2;0;52;7;16;2;5;48;40,8;9;16,22;10,09;25,24;99727;100514;488,48;669,56;11,06;48,23;0,24;101328;21,75;2;11;73
2025-11-08 08:11:04;0,3660195;0,00145765;0,002781831;0,7434953;0,01147236;0,008053226;0,1026453;-0,01144189;9;45;35;1;26;9;41;13;57;30;18;7;52;180;81;15;53;90;98;97;102;85;98;97;252;78;0;10;64;6;20;86;13;6;17;4;19;2;4;101;106;79;119;15;102;111;2;0;797;2;1;32;11;16;2;13;48;40,8;8;12,58;14,98;24,64;99215;100510;493,93;676,08;10,73;47,69;0,06;101329;21,63;2;16;82
2025-11-08 08:11:05;0,42248;0,003022676;0,00057132;0,713901;0,00986358;0,00831507;0,08345045;-0,009780888;9;45;45;0;30;22;42;1;39;27;9;0;22;25;63;27;49;95;96;72;90;91;105;97;520;88;1;6;68;1;30;36;10;8;16;4;17;1;0;105;109;98;107;23;104;114;2;4;684;2;1;77;10;15;2;10;47;40,8;9;0,99;15;25,2;99384;100509;453,09;618,37;10,56;48,95;0,02;101326;22,54;2;17;77
2025-11-08 08:11:06;0,40268;0,003167511;0,000172906;0,7497527;0,004968837;0,008353127;0,1022155;-0,008269103;12;56;32;1;20;10;33;24;72;38;13;6;47;116;83;18;48;90;103;76;88;86;99;91;529;98;1;5;64;17;26;95;12;5;13;2;16;2;10;94;108;99;103;12;109;95;11;0;845;1;2;80;6;17;2;13;48;40,8;9;7,49;4,3;24,63;99211;100509;475,15;659,66;11,14;49,36;0,21;101325;22,38;1;15;79
2025-11-08 08:11:07;0,3908871;0,001909186;0,00011588;0,7168096;0,003177154;0,00517129;0,1558951;-0,005120971;12;40;35;1;42;13;34;5;66;41;20;4;55;41;107;18;51;103;108;110;77;82;108;85;279;95;0;9;67;4;36;87;11;5;17;0;16;0;1;104;109;87;114;15;105;88;8;3;688;2;0;20;4;18;2;10;47;40,8;8;1,39;25,43;24,59;99898;100502;475,63;640,76;11,03;48,25;0,06;101325;22,7;2;13;79
